dataset_number,proposed_filename,section,source_relative_path,source_extension,technique,content_label
528,VZ2_062_021_UK_D_0528_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
529,VZ2_062_021_UK_D_0529_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
530,VZ2_062_021_UK_D_0530_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
531,VZ2_062_021_UK_D_0531_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
532,VZ2_062_021_UK_D_0532_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
533,VZ2_062_021_UK_D_0533_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
534,VZ2_062_021_UK_D_0534_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
535,VZ2_062_021_UK_D_0535_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
536,VZ2_062_021_UK_D_0536_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
537,VZ2_062_021_UK_D_0537_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
538,VZ2_062_021_UK_D_0538_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
539,VZ2_062_021_UK_D_0539_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
540,VZ2_062_021_UK_D_0540_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
541,VZ2_062_021_UK_D_0541_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
542,VZ2_062_021_UK_D_0542_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
543,VZ2_062_021_UK_D_0543_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
544,VZ2_062_021_UK_D_0544_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
545,VZ2_062_021_UK_D_0545_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
546,VZ2_062_021_UK_D_0546_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
547,VZ2_062_021_UK_D_0547_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
548,VZ2_062_021_UK_D_0548_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
549,VZ2_062_021_UK_D_0549_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
550,VZ2_062_021_UK_D_0550_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
551,VZ2_062_021_UK_D_0551_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
552,VZ2_062_021_UK_D_0552_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
553,VZ2_062_021_UK_D_0553_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
554,VZ2_062_021_UK_D_0554_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
555,VZ2_062_021_UK_D_0555_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
556,VZ2_062_021_UK_D_0556_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
557,VZ2_062_021_UK_D_0557_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
558,VZ2_062_021_UK_D_0558_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
559,VZ2_062_021_UK_D_0559_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
560,VZ2_062_021_UK_D_0560_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
561,VZ2_062_021_UK_D_0561_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
562,VZ2_062_021_UK_D_0562_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
563,VZ2_062_021_UK_D_0563_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
564,VZ2_062_021_UK_D_0564_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
565,VZ2_062_021_UK_D_0565_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
566,VZ2_062_021_UK_D_0566_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_04_Loopeis 1,46V_30s_4_PEIS from 650Hz to 100Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 650Hz and 100Hz."
567,VZ2_062_021_UK_D_0567_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
568,VZ2_062_021_UK_D_0568_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
569,VZ2_062_021_UK_D_0569_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
570,VZ2_062_021_UK_D_0570_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
571,VZ2_062_021_UK_D_0571_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
572,VZ2_062_021_UK_D_0572_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
573,VZ2_062_021_UK_D_0573_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
574,VZ2_062_021_UK_D_0574_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
575,VZ2_062_021_UK_D_0575_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
576,VZ2_062_021_UK_D_0576_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
577,VZ2_062_021_UK_D_0577_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
578,VZ2_062_021_UK_D_0578_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
579,VZ2_062_021_UK_D_0579_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
580,VZ2_062_021_UK_D_0580_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
581,VZ2_062_021_UK_D_0581_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
582,VZ2_062_021_UK_D_0582_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
583,VZ2_062_021_UK_D_0583_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
584,VZ2_062_021_UK_D_0584_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
